AiDepthScaling;AiMaxDepth;AiMinDepth;DistanceToFoodReward;CrashCost;FoodReward;MoveCost;Score
9,1;0;3;-27;81;65;12;0
5;4;0;21;371;-51;34;0
3,1;9;4;-51;84;47;53;0
6,5;1;3;-57;247;20;26;0
9,4;2;2;68;347;85;-55;240
0,8;0;3;64;508;74;-8;0
7,1;6;4;15;672;28;21;0
5,6;8;2;64;969;-62;35;0
6,2;6;0;7;344;72;37;0
4;1;3;46;580;63;53;0
2,5;7;1;-12;804;48;-81;0
3,9;2;4;-33;369;-54;-61;0
3,5;2;0;10;248;53;13;240
7,4;2;3;-86;989;-69;-2;0
8,1;3;1;-40;422;40;42;0
7,4;1;3;-40;50;0;26;0
4,8;1;1;1;932;-38;30;0
0,8;0;3;1;-20;70;-90;240
4,1;9;2;75;222;-91;-95;0
2,3;3;0;-78;434;-97;55;0
7,8;2;1;1;580;-71;10;0
6;3;4;2;323;-16;41;0
1;1;0;71;717;-96;-77;0
4,3;2;0;3;518;70;47;240
8,5;2;0;3;-61;-89;-98;0
2,3;2;2;2;543;82;-21;240
6;0;4;-66;131;32;34;0
1,7;0;3;14;851;27;-68;0
3,8;6;1;91;717;-15;81;0
4,4;4;1;32;30;-68;18;0
8,6;0;4;1;927;22;55;240
7,4;4;3;2;541;75;11;240
5,1;1;1;27;583;-11;97;0
9,6;0;0;-11;222;15;10;0
0,9;2;1;-72;181;32;79;0
4,4;2;2;40;582;-92;-4;0
8,6;3;4;4;458;72;46;240
6;2;4;-41;46;0;91;0
0,3;4;1;73;328;8;43;0
1;6;4;1;457;-84;40;0
7,2;1;0;-45;461;19;-76;0
9,4;2;4;4;924;46;-13;240
0;9;0;16;454;61;93;320
8,5;4;3;-11;535;98;-79;0
4,1;6;3;93;919;17;51;0
7,1;4;2;33;253;47;-90;0
5,4;7;4;3;252;78;82;10
7,9;8;0;1;499;-36;26;0
3;1;4;-97;349;55;93;0
9,7;3;1;1;803;37;31;240
4,9;1;3;3;59;40;-23;240
4,9;0;2;3;282;51;-28;240
5,1;3;0;75;-97;-53;0;0
9;8;1;14;538;94;3;0
3,9;4;0;35;330;48;60;0
8,1;6;4;2;-62;90;19;60
1,9;1;1;-88;81;-40;13;0
0;2;1;42;372;39;-14;320
7,5;5;3;10;932;-23;-35;0
1,1;2;1;2;780;79;-13;240
9,9;2;1;-83;806;34;-76;0
7;1;3;1;169;96;50;240
5,5;9;2;93;131;17;51;0
9,6;7;1;78;430;-43;-95;0
7,4;2;1;4;445;19;38;240
1,9;3;1;1;760;47;37;240
6,9;8;4;61;664;84;32;0
3,6;1;4;71;469;19;9;0
2,7;3;4;10;784;6;-34;0
3,8;5;0;-12;780;-60;47;0
9;9;4;3;707;18;55;240
0,5;0;0;-95;844;-68;42;0
4,9;1;1;88;374;34;-84;0
5,7;8;1;-77;500;52;78;0
0,5;5;3;34;769;28;34;0
0,9;3;0;-23;78;3;-50;0
5,5;4;4;3;14;56;60;10
4,9;4;1;59;595;61;-6;0
4,2;8;0;-17;151;97;-35;0
5,4;3;3;51;668;1;-75;0
0,3;1;3;46;713;-29;7;0
5,2;8;4;4;596;44;18;240
4,5;3;0;-10;12;46;77;0
4,3;4;2;63;734;34;-10;0
4,1;3;1;4;978;97;-53;240
1,9;6;0;70;158;-23;-95;0
2,3;0;4;2;87;-51;-21;0
2;0;0;-30;578;38;17;0
4,9;1;1;4;401;82;37;320
9;2;3;34;998;26;-48;0
0;2;2;16;104;-83;-1;0
6;3;0;3;819;75;50;240
3;4;4;80;283;39;30;0
4,5;6;1;1;133;-22;31;0
4,9;8;1;4;528;-76;36;0
0,4;7;2;73;383;26;15;0
8,6;0;2;1;19;88;-59;240
1,5;3;1;4;605;67;50;240
5;4;2;-70;270;54;-1;0
8;9;3;-59;923;-37;-37;0
3,5;2;3;3;58;-45;94;0
0,4;9;1;1;415;-80;61;0
7;0;1;44;592;-27;17;0
0,6;0;0;40;821;83;37;0
3,4;7;4;4;600;89;-87;240
2,8;7;3;19;308;54;-68;0
8,4;1;1;10;-10;17;-61;60
6,9;6;1;1;723;81;-51;240
6,2;5;2;-51;59;-23;90;0
4,7;1;0;-54;205;95;75;0
5,4;2;4;2;-39;89;-87;240
7,6;1;4;93;329;25;-84;0
7,4;5;1;3;59;47;-28;240
4,4;1;4;2;-54;-19;-13;0
7,7;4;3;30;915;65;66;0
2,9;2;1;2;357;24;-1;240
4,5;6;4;1;394;99;90;60
2;0;1;73;-39;-54;-54;0
5,7;6;2;86;527;14;-46;0
3,9;2;4;26;196;-54;-14;0
9,7;6;0;2;138;-49;-96;0
4,9;5;4;3;349;94;58;240
9,5;9;4;-88;-26;-35;10;0
7,2;2;0;1;381;8;95;240
8,5;2;1;3;-65;-51;46;0
3,4;0;4;80;779;-38;82;0
1,1;6;0;15;321;9;-93;10
9;0;4;3;261;-16;-7;0
3;8;4;54;437;48;91;0
0,6;1;2;65;425;-4;-21;0
5,6;0;3;-40;568;79;-85;0
5,4;5;4;94;479;-64;15;0
4,9;8;4;35;-77;25;-32;10
1,8;1;1;3;568;1;92;0
2,8;2;1;73;896;96;12;240
4,9;1;4;4;882;-4;14;0
9,5;0;0;16;727;25;-95;0
2,3;7;4;-64;408;80;-16;0
2,3;2;0;66;935;51;71;240
9,1;5;1;1;863;28;5;240
8,6;0;3;1;148;2;-59;240
1,7;2;4;-18;129;-19;-23;0
1;2;4;1;-5;53;46;10
7,8;3;2;1;609;12;-65;240
5,9;0;2;4;-27;19;41;60
6,8;1;2;40;510;-41;-58;0
9,1;5;3;1;71;60;5;240
0,3;1;2;1;813;20;16;240
9,9;9;1;4;518;-92;54;0
0,8;1;1;57;346;85;15;320
1,7;7;2;80;164;75;78;10
4,5;3;0;40;178;-96;44;0
0,6;3;3;-17;232;5;79;0
6,7;4;3;3;363;48;-18;240
0,2;5;1;3;339;-67;-92;0
5,6;1;2;81;743;-12;-18;0
6;4;4;9;849;23;42;0
8,8;2;0;-49;680;-26;75;0
5,3;1;4;97;348;-69;-77;0
2,5;6;3;35;488;65;4;0
8,9;9;1;3;607;91;40;240
8,1;7;3;3;736;-15;40;0
4,8;7;4;15;619;29;98;0
9,1;3;2;1;917;50;88;240
5,5;3;0;3;200;5;39;240
0,3;6;4;89;63;57;-48;0
9,7;9;1;-80;322;49;60;0
7,2;3;2;-44;311;83;75;0
4;1;0;22;723;24;-75;320
4,5;3;4;-8;227;99;-89;0
2,9;5;4;57;773;42;18;0
7,2;4;3;1;796;81;-65;240
0;9;1;1;909;-53;7;0
4,5;3;2;1;981;-31;31;0
1,2;6;1;1;153;-43;64;0
8,5;0;2;3;322;49;60;240
2,7;1;2;-61;469;-6;70;0
9;5;3;13;214;79;59;0
7,2;9;0;18;512;58;-100;0
4,5;6;3;1;236;14;18;240
8,6;3;3;-65;59;72;-54;0
1,4;6;3;-21;723;24;-93;0
4,7;9;3;1;-93;59;-23;240
1,8;4;3;67;701;-54;43;0
9,5;2;2;16;-16;-96;45;0
0,8;1;3;41;216;99;-53;0
8;2;4;3;356;78;92;240
0,7;2;4;89;664;-35;43;0
5,3;0;4;-23;960;42;-68;0
4,2;8;0;37;557;50;13;0
2,6;0;4;3;146;-30;63;0
9,5;5;3;61;77;-45;71;0
2,3;3;4;-36;719;-8;-9;0
1,1;1;3;57;436;-54;-25;0
9,9;4;2;18;220;-11;83;0
7,4;0;3;-69;395;98;24;0
1,5;4;4;-7;824;97;70;0
5,4;0;1;3;791;24;-76;320
0,5;3;3;75;44;-12;-2;0
4,2;7;2;-20;694;-76;-19;0
3,8;3;4;13;688;-90;86;0
7,4;2;1;4;138;-42;18;0
9,6;2;3;4;249;29;41;240
5,6;1;2;81;437;48;-82;240
8,5;3;2;3;889;-66;72;0
8;2;0;-29;177;52;88;0
5,6;4;2;81;579;48;-82;0
5,4;7;0;-37;181;-67;32;0
2,9;2;3;4;768;25;50;240
7,5;1;2;31;117;-49;5;0
4,7;0;0;1;219;31;84;0
3,7;1;4;-80;210;-94;9;0
0,3;6;2;1;549;60;0;240
5,8;2;0;86;974;62;-55;240
6,3;8;3;3;638;-57;-46;0
8,4;1;2;10;748;-53;90;0
2,3;0;3;2;835;-27;-62;0
3,1;3;1;47;207;5;91;0
6,2;0;3;91;102;34;-16;0
2,3;3;1;2;969;-29;-21;0
4,4;6;1;-62;452;13;36;0
3,5;4;0;3;956;-43;18;0
8,6;7;4;36;539;-10;30;0
5,6;3;2;61;276;-84;-27;0
7,4;2;3;4;406;44;38;240
9,7;1;0;-72;293;-26;-82;0
2,3;4;4;39;919;50;51;0
5,4;7;4;3;107;94;48;40
7,6;3;4;2;72;75;24;80
8,8;1;4;3;284;-66;22;0
8,2;2;1;-66;739;47;-97;0
6;1;1;50;191;2;-95;0
4,9;1;0;3;872;35;-85;260
6,4;6;2;-78;394;-28;90;0
2;0;4;-87;273;-94;-90;0
1,4;0;0;62;938;91;27;0
0,8;3;4;1;671;-78;31;0
7,1;1;4;-77;607;83;8;0
4,9;1;2;68;831;98;67;190
9,7;1;1;-55;736;42;61;0
5,6;4;0;-53;203;62;-20;0
7,4;2;3;-13;412;55;-81;0
5,9;3;4;50;92;50;-100;0
5,4;0;0;3;794;13;5;0
9,2;1;4;2;-18;61;60;40
0,8;0;2;31;947;-59;77;0
6;6;4;1;911;69;10;230
7,7;7;1;-90;6;88;68;0
6,9;3;3;-25;245;21;36;0
2,1;2;1;-92;146;-52;-88;0
8,3;5;4;89;106;28;66;0
8,2;1;1;39;534;45;-90;260
6,9;8;4;10;775;88;93;0
3,4;2;0;2;32;-54;57;0
1,7;1;2;14;168;92;35;190
5,1;4;1;2;320;68;72;210
4,9;1;1;34;-92;-47;47;0
1,1;4;4;55;419;-38;43;0
9;4;3;92;649;40;-46;0
4,1;0;4;78;821;53;70;0
4,8;4;3;80;515;-4;82;0
6,6;9;1;56;237;75;24;0
7,4;9;3;67;657;85;-85;0
1;7;0;58;310;36;87;10
8,4;9;2;3;-9;53;79;10
4,7;4;0;40;979;-8;-32;0
3,8;2;1;46;218;-16;-31;0
4,5;6;2;1;113;14;18;230
6,3;8;4;3;752;8;-95;230
4,7;4;3;4;773;89;84;210
6;1;1;3;816;-63;-42;0
6,6;0;0;87;663;-66;-97;0
2,4;9;4;93;13;-5;51;0
1;3;2;1;354;53;-53;270
2,1;9;3;1;262;21;64;40
2,5;4;1;35;330;48;60;0
7,1;2;2;15;526;-66;-26;0
3;1;2;14;-66;24;-68;260
8,8;1;3;-25;653;-64;77;0
3,3;0;0;-50;412;88;-30;0
5,4;3;1;19;661;69;-33;0
6;8;1;1;280;56;98;40
8,8;9;0;9;745;3;86;0
5,4;7;0;-98;182;-67;78;0
8,5;9;3;48;576;40;-23;0
8,9;6;3;3;864;49;-37;440
7,4;4;0;-46;3;-63;61;0
1,2;4;0;2;554;38;32;210
6,2;0;2;-56;880;-53;-49;0
2,5;6;3;-19;581;-62;30;0
7,3;0;1;3;768;-32;69;0
8,8;3;4;3;240;97;-20;210
3,1;0;2;-61;266;79;20;0
5,1;4;2;2;101;-88;83;0
9,7;2;0;1;692;-39;31;0
9,5;3;4;1;157;88;8;210
8,5;3;1;3;228;-86;-20;0
8,1;0;0;66;414;-19;18;0
3,4;1;2;91;891;11;68;0
9,4;5;3;73;788;-37;74;0
0,3;0;1;70;506;99;79;260
3,8;6;3;1;-93;59;-23;440
0,4;0;0;1;915;22;44;0
4,8;4;4;65;32;5;24;0
4,1;7;4;88;286;53;79;0
3,8;2;4;51;358;68;35;0
6,5;2;1;1;784;-6;24;0
9,7;5;2;65;-10;15;88;0
8,6;2;1;4;145;43;50;190
8,4;2;4;-7;597;60;59;0
6;2;4;5;775;-30;80;0
9,7;9;2;-21;105;86;17;0
3,3;2;1;3;332;-50;40;0
0,4;9;4;1;808;85;61;230
5,9;0;3;-16;422;-71;-17;0
2;1;4;36;309;-21;19;0
1,3;2;2;-21;299;21;73;0
8,1;4;1;-84;-91;14;-61;0
1,5;0;0;5;-30;61;-41;0
0,3;4;4;1;115;20;16;210
4,5;3;4;-74;821;-26;-84;0
8,5;3;2;77;229;-4;84;0
9,7;1;3;12;805;79;-54;0
0,2;6;3;3;964;-49;58;0
7,2;1;3;-99;526;44;-56;0
5,6;1;4;0;508;12;98;10
0,8;1;0;-95;677;55;-96;0
2,8;9;4;1;809;66;-53;620
2,5;0;2;4;534;-58;84;0
9;2;3;3;436;95;37;190
3,2;6;3;-88;520;9;-56;0
4,9;8;3;-20;194;26;1;0
6;3;4;2;749;-79;-65;0
1,7;6;3;14;718;92;-41;0
9;4;4;-30;-11;11;48;0
2,9;6;2;6;554;-75;-73;0
0,9;3;3;65;382;57;45;0
6,5;6;1;-67;-46;-77;-63;0
5,1;4;4;2;313;-2;72;0
0,9;8;2;1;214;43;34;80
5,1;7;2;2;980;-73;72;0
2,3;4;4;3;-2;41;46;40
5,2;8;1;4;285;5;18;230
8,8;0;1;77;326;43;88;260
8,1;0;3;1;937;80;37;190
6,1;3;2;17;85;9;-68;0
9,7;6;1;-70;-61;8;49;0
1;3;2;1;-3;33;-38;270
2,9;7;4;2;850;-100;-72;0
8,1;0;2;45;498;-56;-73;0
3,8;6;2;38;137;-58;-22;0
4,6;4;0;88;417;-88;40;0
3;6;4;1;801;-93;29;0
9,4;3;3;4;44;-6;29;0
4,5;3;2;-57;571;49;35;0
2,8;8;0;-88;687;8;40;0
4,9;6;0;3;965;46;40;230
0,3;4;0;27;363;-42;-82;0
2;0;0;-62;283;99;59;0
8,7;1;4;41;-7;4;31;0
8,8;6;3;-59;904;-23;-83;0
1,5;6;0;6;805;68;-30;10
1,1;5;4;80;962;45;34;0
8,3;2;1;10;681;22;41;190
5,7;8;2;-50;-55;61;55;0
4,8;2;2;-71;35;42;-92;0
7,1;1;2;87;64;80;-67;270
9;1;0;3;260;34;53;260
5,7;2;4;98;368;-60;-79;0
7,4;1;0;2;227;12;36;260
5,9;0;2;-8;869;-50;0;0
2,8;0;4;-83;286;-4;-55;0
2,1;1;3;91;212;-74;26;0
0;6;0;16;830;58;11;260
2,4;3;4;1;861;-40;88;0
4,4;1;3;40;251;84;32;0
9,4;2;2;-90;481;-67;-1;0
4,9;1;4;4;668;82;37;210
1,8;9;1;-47;374;54;-79;0
8,5;2;3;-16;506;-17;-16;0
3,6;9;3;2;124;38;32;40
9,5;6;0;61;11;-45;71;0
6,9;5;4;3;796;8;-95;430
0,6;0;3;-26;791;82;74;0
1,4;4;0;-29;975;1;18;0
7,4;2;3;4;974;-3;-79;0
2,2;0;1;87;307;-70;-67;0
3,3;8;1;64;942;96;60;0
2,6;3;3;5;843;-35;8;0
2;9;4;-45;474;-8;-46;0
0,4;8;1;-88;389;20;2;0
8,6;1;0;42;952;-88;-44;0
1,4;6;2;-32;472;-69;-48;0
0,5;0;1;-92;589;-10;-81;0
4,8;1;2;4;876;78;56;190
7,7;5;1;88;761;-75;67;0
4,9;4;2;50;934;21;-18;0
4,2;0;2;91;157;-48;4;0
9;2;2;92;233;77;89;190
2,8;1;3;2;910;-12;19;0
3,5;2;2;63;445;-60;76;0
1,9;4;3;98;654;68;9;0
3,6;0;3;2;562;-78;23;0
0,4;8;0;-6;994;63;-25;0
9;4;1;3;886;-83;32;0
6,2;0;4;1;863;10;-64;210
4,4;1;1;40;998;-28;-57;0
8,2;6;2;1;83;87;-57;430
3,3;2;2;3;888;94;40;190
3,4;0;2;80;25;86;82;40
6,3;3;4;0;167;-30;39;0
3,4;0;0;77;331;61;90;0
9;0;1;3;568;34;44;260
1,2;2;2;-82;604;1;35;0
2,3;0;2;44;95;88;98;40
2,1;8;2;43;537;98;37;0
7,5;1;1;-75;807;53;87;0
9;0;3;3;727;-93;-10;0
0,3;5;4;31;100;26;51;0
5,7;8;2;67;4;89;33;0
3,1;1;2;-54;684;-41;8;0
5,9;0;0;-55;5;89;12;0
1;6;4;-72;703;-21;3;0
5,3;9;4;93;629;-9;-43;0
0;7;4;1;589;73;46;210
1,5;1;1;10;299;-81;41;0
8,6;5;3;3;322;49;60;230
9,2;4;0;45;16;28;67;0
5,9;6;2;7;363;-41;-49;0
7,4;7;1;25;20;29;25;0
6,3;5;3;3;647;-29;-16;0
2,4;7;4;85;510;-48;48;0
0,1;1;2;99;478;13;98;0
6;1;0;-57;40;98;-87;0
5,5;0;4;76;233;-8;-53;0
9,4;5;0;4;54;7;93;40
4,9;3;2;-86;671;-33;48;0
9,1;5;0;1;-90;-14;5;0
4,5;3;2;1;878;26;50;190
8,6;1;4;49;718;92;-84;0
2,3;9;3;2;791;82;-89;620
7,6;1;0;2;872;85;-9;260
6,3;9;2;3;-18;14;-73;230
4,3;4;0;45;279;69;-53;0
2,7;1;3;18;423;-30;74;0
9,2;4;0;2;319;93;88;210
0,2;1;4;-28;999;11;87;0
7,3;6;3;-91;386;-34;32;0
4,2;1;1;-60;489;54;76;0
7,2;4;4;-24;477;-49;45;0
6,3;6;0;-91;-14;15;6;0
3,2;0;2;43;309;29;20;190
6,6;2;0;57;780;79;-94;270
7,2;1;2;37;234;22;13;190
9;2;4;92;-15;39;74;0
2,1;2;0;-15;165;11;-65;0
7,8;0;2;-3;393;-27;18;0
4,3;4;0;-47;282;-15;-10;0
6,2;1;3;28;483;-61;-94;0
9,1;0;3;88;571;-27;-72;0
2,5;1;4;-2;121;55;-60;80
2,4;9;1;1;914;50;88;230
2,9;6;4;2;834;84;-20;440
1,5;4;3;99;992;-19;24;0
1,4;1;2;-38;608;73;-49;0
1,9;6;1;19;318;62;-62;10
5;1;2;-81;344;13;-45;0
3,4;0;4;-60;372;50;-85;0
5,9;0;0;-54;815;22;14;0
5,4;7;0;-69;322;-90;-16;0
7,6;2;2;0;54;-83;28;0
5,9;1;4;2;580;-41;55;0
8,6;1;1;93;231;15;8;0
6,1;4;3;89;328;81;80;0
9,9;2;0;-66;397;-26;8;0
5,4;3;2;73;-15;-52;74;0
2,2;4;3;-72;930;54;-45;0
6,2;5;4;4;939;-62;54;0
6,2;0;0;45;841;65;-79;0
4,3;2;3;41;118;99;-53;0
9;9;4;3;723;24;-93;710
0,3;2;0;1;484;72;-11;270
1,2;3;3;3;643;40;11;190
0;9;2;67;814;42;-82;270
2,5;9;1;3;646;75;-99;710
4,6;1;4;-75;-81;4;93;0
8,5;2;4;-66;514;-73;35;0
3,7;4;3;61;239;28;59;0
4,9;8;1;3;-98;36;-63;230
4,9;4;2;3;576;40;-23;210
3,4;8;0;3;521;59;-7;230
0,1;1;4;-30;222;75;56;0
2,3;0;2;2;-23;82;-89;260
9,4;1;1;80;561;8;-28;0
4,2;7;3;37;543;-71;20;0
6,8;1;2;9;549;73;26;190
1,2;4;3;-21;-89;6;30;0
0,3;5;4;2;624;-79;59;0
3,8;4;3;-5;245;-27;50;0
1,3;6;0;-100;-90;75;0;0
9,5;8;2;-100;328;-46;-69;0
1,5;1;3;10;872;22;41;0
9,9;9;3;4;263;43;98;40
3,6;0;0;4;363;57;41;0
6,5;1;2;65;527;29;8;180
0,3;6;3;1;201;-51;33;0
2,5;7;4;35;51;-19;-79;0
9,8;3;3;41;370;-1;94;0
5,1;2;0;2;320;-68;72;0
4;3;1;-18;737;30;52;0
4,9;1;3;-42;140;-37;29;0
9,8;2;4;16;448;87;93;0
0,9;2;3;61;377;-90;71;0
1,8;3;2;1;61;-46;-10;0
4,9;9;4;-12;629;42;-41;0
1,2;4;0;2;399;-89;-4;0
7,5;3;1;66;-49;-66;-24;0
9,7;9;3;38;361;68;-8;0
5,6;6;0;-9;119;27;-65;0
3,2;3;2;1;45;97;75;40
2,6;3;1;3;270;31;-81;270
4,3;6;0;-74;350;-56;-28;0
5,3;5;2;3;381;49;60;230
7,5;1;2;-13;336;-58;-34;0
8,8;7;4;3;446;-44;59;0
8;1;0;14;450;0;-11;0
9,2;4;0;76;942;-37;84;0
4,1;3;0;4;153;-45;79;0
2,7;9;4;30;788;19;38;0
3,6;6;0;-78;420;-40;61;0
8,8;2;1;7;-81;51;-7;260
2,9;2;1;4;433;37;50;190
0,3;5;4;69;372;24;-93;0
2,6;6;0;-85;770;22;13;0
1,4;6;3;1;956;-95;-28;0
6;0;1;85;528;43;48;260
8,8;3;4;3;725;45;70;210
2,6;8;2;3;-91;-22;60;0
0,6;5;0;62;314;58;82;30
7,2;2;1;1;914;61;-38;270
0,3;4;0;1;-62;-87;86;0
0,9;7;4;64;-66;29;77;0
3,3;0;1;33;-22;-17;31;0
6,2;0;1;1;839;46;28;260
4,5;2;1;-36;777;54;-79;0
6;7;3;3;366;-74;-39;0
0,7;8;1;14;15;78;-68;20
9,5;2;4;-9;831;-67;9;0
6,3;4;3;3;488;19;9;210
2,1;2;4;1;518;-24;-6;0
8,2;2;1;91;190;-25;-87;0
6;2;1;85;758;96;-63;270
6,1;0;2;-75;863;94;2;0
5,1;7;0;2;18;36;72;40
1;3;3;93;49;52;73;0
6;1;1;93;11;34;38;0
1,1;1;2;80;521;82;34;190
4,2;0;4;37;242;7;95;0
8,5;4;2;-56;571;12;-28;0
0,5;4;1;4;89;44;18;210
8,8;4;2;58;-58;-13;-30;0
7;2;0;-46;103;-8;86;0
5;3;0;3;972;84;-92;270
0,2;1;0;35;302;75;97;260
6,3;4;3;3;-73;51;-47;270
1,7;0;0;-21;650;16;-96;0
7,4;0;1;7;289;-60;-33;0
2,9;2;1;4;772;93;50;190
8,8;0;3;29;841;17;-29;0
1,2;4;4;2;38;-27;-68;0
9,5;2;3;55;158;-29;-82;0
2,5;6;3;4;521;89;84;230
8,5;2;2;3;393;49;60;190
9,1;4;2;2;776;-83;56;0
2,3;0;3;80;948;-66;78;0
9;2;2;92;974;-69;66;0
1,1;8;2;-64;898;30;72;0
3,2;1;1;-64;119;-41;58;0
0,7;4;3;-60;395;89;-44;0
8,5;4;1;3;830;49;60;210
9;4;3;3;-27;-65;-95;0
1;7;2;-89;763;11;3;0
4,9;1;1;4;143;16;-8;260
6,3;1;1;3;958;-8;-41;0
2,5;4;1;49;205;49;0;0
1,9;7;2;50;921;5;-58;0
4,3;0;1;3;-64;71;99;40
3,6;8;2;4;6;-23;-7;0
7,2;9;2;1;966;38;85;230
9;7;2;31;540;77;-62;0
1,7;1;0;45;-68;92;-21;40
8,8;2;1;-45;342;2;-94;0
3,5;2;1;31;-20;19;-82;250
0,3;0;0;-7;295;-49;-93;0
0,5;0;0;62;5;-20;83;0
5;6;2;50;438;-19;-95;0
2,7;9;0;30;478;-30;55;0
9,2;5;3;2;645;89;11;230
2,8;9;4;36;283;48;-32;0
4;2;2;4;47;60;-19;270
1,5;2;1;6;654;68;-30;270
7,1;1;0;87;514;80;67;250
9,7;1;1;9;49;-40;-94;0
6;1;1;50;897;60;-95;250
4,9;1;1;10;775;88;93;250
9;1;0;3;705;21;16;250
6,7;1;0;3;64;48;-18;250
1,1;1;0;88;977;49;-48;250
9;0;1;3;600;11;55;250
5,9;1;0;2;421;49;21;250
0;9;0;16;882;61;93;250
0;2;1;42;757;39;-14;250
4,9;1;1;4;401;82;37;250
0,8;1;1;57;346;85;15;250
4;1;0;22;723;-61;-75;0
5,4;0;1;3;791;24;-76;250
8,6;9;3;4;808;72;46;250
1,9;3;4;1;760;47;37;230
9;4;0;3;723;24;-80;250
6,7;2;3;1;239;63;14;230
6,9;3;2;4;60;28;34;90
9,1;3;3;2;604;63;24;230
4,5;3;1;1;240;56;0;250
9,4;3;0;4;966;85;-85;250
9,7;2;3;1;790;4;31;230
4,9;1;3;4;78;43;37;230
4,5;3;3;1;367;14;31;230
4,5;3;3;1;663;-65;17;0
4,1;3;3;4;930;53;79;230
4,5;3;1;1;962;-79;43;0
1;2;3;1;501;53;-43;250
8,5;2;3;3;47;49;46;90
5,4;3;3;3;673;16;82;230
7,2;2;3;1;252;2;95;230
2,9;2;3;2;642;82;19;230
4,1;3;0;4;648;5;79;230
4,9;1;3;3;687;8;11;230
4,1;3;1;4;593;83;-53;250
8,5;2;3;3;950;-21;60;0
6;1;3;3;900;51;93;230
2,5;1;3;4;534;89;-19;250
7,6;3;0;1;624;50;88;230
5,4;0;3;3;571;13;5;230
3,8;2;3;3;340;58;-35;250
3,5;2;2;3;621;60;94;230
2,9;2;4;4;162;-23;37;0
1,1;1;2;80;198;-98;34;0
4,9;1;2;4;668;82;37;230
6;2;0;1;770;15;-78;250
9;2;0;92;153;93;74;230
4,8;0;2;80;538;43;82;230
0,3;0;2;1;372;50;79;230
8,5;1;2;57;393;31;-45;250
3,8;2;2;3;843;59;77;230
7,4;0;2;2;645;9;11;230
4,9;1;2;3;998;8;-46;250
8,6;2;2;15;243;99;39;230
0,7;0;2;92;391;55;77;230
6,1;0;2;17;999;28;28;230
9,5;0;2;16;335;78;3;230
0;6;2;16;742;-88;11;0
5,8;2;0;86;21;62;-55;250
1,9;0;2;50;5;46;59;90
1,7;1;2;14;718;92;-41;250
2,9;2;1;2;554;-7;32;0
4,9;1;2;3;767;55;-48;250
4,8;1;2;1;157;88;8;230
9;2;1;9;623;23;31;230
4,9;1;2;3;74;79;68;230
8,8;2;0;3;151;97;70;230
7,4;0;2;2;298;49;11;230
1,5;2;0;6;863;68;-30;250
9,2;0;2;45;905;58;13;230
7,4;2;0;4;445;19;90;230
7,9;2;2;5;408;80;-95;250
8,4;1;2;10;546;23;19;230
1,5;1;2;10;681;51;41;230
0,4;2;1;66;308;54;-55;250
5,4;7;3;3;6;13;68;90
9,7;1;2;9;478;27;41;230
6;2;1;1;266;9;-12;250
0;9;2;16;219;-30;93;0
6;2;1;85;758;96;-63;250
8,5;2;0;3;322;-1;60;0
0,5;2;1;64;861;69;12;230
5;4;3;3;746;53;60;230
9;0;2;3;519;84;44;230
2,1;1;2;1;992;35;64;230
9,5;2;2;16;153;88;-74;250
7;5;2;2;87;5;-13;250
2,9;2;2;4;847;79;50;230
8,6;2;0;4;231;86;50;230
8,8;0;2;20;997;91;31;230
7,5;1;2;4;165;44;25;230
3,4;0;2;80;99;76;82;230
9,5;2;2;26;20;85;0;250
5,4;0;2;19;661;25;-33;250
7,4;2;2;4;583;53;18;230
7,4;0;2;21;329;62;30;230
9;4;0;3;436;95;23;230
2;0;2;73;814;96;12;230
2,9;2;0;57;540;42;18;230
3,3;2;0;3;68;-43;40;0
5,5;2;0;93;919;-95;51;0
6,2;1;2;3;938;53;79;230
8,8;2;1;3;151;-8;-20;0
2,3;2;1;66;357;57;71;230
2,3;0;2;80;725;75;-42;250
7,7;2;0;77;331;61;-98;250
3,9;0;2;2;27;99;-67;250
6,2;4;1;1;-76;84;-63;250
6,1;4;4;1;421;32;-89;250
7;4;0;1;531;96;82;230
8,2;0;4;1;242;15;-74;250
1;3;0;1;354;53;-53;250
6,2;0;3;1;600;42;-92;250
4,3;3;3;4;164;-10;-23;0
7,6;3;0;2;237;75;24;230
5,9;1;2;2;127;-10;55;0
4,4;2;0;57;619;-83;-35;0
5,4;3;0;3;286;58;82;230
4,9;3;2;3;615;39;44;230
0,3;4;1;1;915;53;-87;250
3,3;2;0;85;792;-91;-31;0
9,5;2;2;16;264;68;35;230
2,9;2;3;2;406;38;32;230
8,5;2;1;3;332;49;60;230
6;2;1;1;57;30;10;230
5,5;2;0;93;919;50;51;230
7,3;3;0;3;290;-71;-31;0
4,9;1;3;3;691;8;40;230
8,1;3;3;1;242;42;-92;250
4,3;1;3;3;113;67;47;230
2,7;1;2;99;601;59;35;230
6;2;3;1;770;15;10;230
2,6;7;3;3;813;6;92;230
7,1;6;1;2;913;14;56;230
8;3;4;3;279;37;92;230
1,3;3;4;3;395;89;41;230
2,3;4;0;2;724;64;38;230
4,8;4;3;4;375;57;38;230
5,1;2;2;1;586;68;47;230
4,2;0;2;37;794;22;66;230
4,3;2;0;8;568;-54;1;0
6;2;2;85;758;96;-63;250
